"","Sample_ID","Sample_date","Sample_site","Chl_a_ugL_L"
"2157","20070927-3-996",2007-09-27,"3-996",17.84895
"2158","20070927-8-994",2007-09-27,"8-994",11.60115
"2159","20080418-14-972",2008-04-18,"14-972",2.708715
"2160","20080418-16-970",2008-04-18,"16-970",1.165455
"2161","20080418-27-918",2008-04-18,"27-918",1.341675
"2162","20080418-29-905",2008-04-18,"29-905",1.961115
"2163","20080418-36-873",2008-04-18,"36-873",0.479265
"2164","20080418-37-890",2008-04-18,"37-890",0.540675
"2165","20080418-3-996",2008-04-18,"3-996",5.138415
"2166","20080418-8-994",2008-04-18,"8-994",5.004915
"2167","20080505-14-972",2008-05-05,"14-972",6.51747
"2168","20080505-16-970",2008-05-05,"16-970",1.54593
"2169","20080505-27-918",2008-05-06,"27-918",3.62853
"2170","20080505-29-905",2008-05-05,"29-905",2.05857
"2171","20080505-36-873",2008-05-05,"36-873",2.01051
"2172","20080505-37-890",2008-05-05,"37-890",1.37772
"2173","20080505-3-996",2008-05-05,"3-996",5.13441
"2174","20080521-14-972",2008-05-21,"14-972",1.0413
"2175","20080521-16-970",2008-05-21,"16-970",1.7088
"2176","20080521-3-996",2008-05-21,"3-996",2.46708
"2177","20080521-8-994",2008-05-21,"8-994",5.27058
"2178","20080523-27-918",2008-05-23,"27-918",1.43646
"2179","20080523-29-905",2008-05-23,"29-905",1.43646
"2180","20080523-36-873",2008-05-23,"36-873",1.02795
"2181","20080523-37-890",2008-05-23,"37-890",1.65273
"2182","20080605-14-972",2008-06-05,"14-972",1.89837
"2183","20080605-16-970",2008-06-05,"16-970",2.73141
"2184","20080605-27-918",2008-06-05,"27-918",1.37772
"2185","20080605-29-905",2008-06-05,"29-905",1.54326
"2186","20080605-36-873",2008-06-05,"36-873",26.25815806
"2187","20080605-37-890",2008-06-05,"37-890",18.27615
"2188","20080605-3-996",2008-06-05,"3-996",4.10646
"2189","20080605-8-994",2008-06-05,"8-994",3.48168
"2190","20080619-27-918A",2008-06-19,"27-918",0
"2191","20080619-27-918B",2008-06-19,"27-918",1.48e-16
"2192","20080619-29-905",2008-06-19,"29-905",0
"2193","20080619-36-873",2008-06-19,"36-873",0
"2194","20080619-37-890",2008-06-19,"37-890",0.105465
"2195","20080620-14-972",2008-06-20,"14-972",0.169545
"2196","20080620-16-970",2008-06-20,"16-970",0.126825
"2197","20080620-3-996",2008-06-20,"3-996",0.126825
"2198","20080620-8-994",2008-06-20,"8-994",0
"2199","20080701-14-972",2008-07-01,"14-972",0
"2200","20080701-16-970",2008-07-01,"16-970",0.16554
"2201","20080701-27-918",2008-07-01,"27-918",0.15486
"2202","20080701-29-905",2008-07-01,"29-905",0.14952
"2203","20080701-36-873",2008-07-01,"36-873",0
"2204","20080701-37-890",2008-07-01,"37-890",0.14952
"2205","20080701-3-996",2008-07-01,"3-996",0.16554
"2206","20080701-8-994",2008-07-01,"8-994",0
"2207","20080728-14-972",2008-07-28,"14-972",0
"2208","20080728-16-970",2008-07-28,"16-970",0.30972
"2209","20080728-27-918",2008-07-28,"27-918",0
"2210","20080728-29-905",2008-07-28,"29-905",0
"2211","20080728-36-873",2008-07-28,"36-873",0
"2212","20080728-37-890",2008-07-28,"37-890",0
"2213","20080728-3-996",2008-07-28,"3-996",0.32574
"2214","20080728-8-994",2008-07-28,"8-994",0
"2215","20080813-14-972",2008-08-13,"14-972",0.4272
"2216","20080813-16-970",2008-08-13,"16-970",0.33108
"2217","20080813-27-918",2008-08-13,"27-918",0.10947
"2218","20080813-29-905",2008-08-13,"29-905",0
"2219","20080813-36-873",2008-08-13,"36-873",0.2937
"2220","20080813-37-890",2008-08-13,"37-890",1.88235
"2221","20080813-3-996",2008-08-13,"3-996",0.5607
"2222","20080813-8-994",2008-08-13,"8-994",1.24e-15
"2223","20080829-14-972",2008-08-29,"14-972",0.80367
"2224","20080829-16-970",2008-08-29,"16-970",1.14543
"2225","20080829-3-996",2008-08-29,"3-996",7.95927
"2226","20080829-8-994",2008-08-29,"8-994",1.01727
"2227","20080902-29-905",2008-09-02,"29-905",0
"2228","20080902-36-873",2008-09-02,"36-873",0.63546
"2229","20080902-37-890",2008-09-02,"37-890",11.75334
"2230","20080924-16-970",2008-09-24,"16-970",0.07476
"2231","20080925-27-918",2008-09-25,"27-918",0.1869
"2232","20080925-29-905",2008-09-25,"29-905",0.11748
"2233","20080925-36-873",2008-09-25,"36-873",0.47526
"2234","20080925-37-890",2008-09-25,"37-890",0.71556
"2235","20080929-3-996",2008-09-29,"3-996",1.4418
"2236","20080929-8-994",2008-09-29,"8-994",0.11481
"2237","20090507-14-972",2009-05-07,"14-972",4.10112
"2238","20090507-16-970",2009-05-07,"16-970",2.3229
"2239","20090507-27-918",2009-05-07,"27-918",2.08794
"2240","20090507-29-905",2009-05-07,"29-905",6.14634
"2241","20090507-36-873",2009-05-07,"36-873",1.69011
"2242","20090507-37-890",2009-05-07,"37-890",1.65273
"2243","20090507-3-996",2009-05-07,"3-996",1.9135
"2244","20090507-8-994",2009-05-07,"8-994",1.71414
"2245","20090519-14-972",2009-05-19,"14-972",1.869
"2246","20090519-16-970",2009-05-19,"16-970",2.0826
"2247","20090518-27-918",2009-05-18,"27-918",1.4418
"2248","20090519-29-905",2009-05-19,"29-905",1.82628
"2249","20090518-36-873",2009-05-18,"36-873",3.8715
"2250","20090519-37-890",2009-05-19,"37-890",6.42936
"2251","20090519-3-996",2009-05-19,"3-996",16.38312
"2252","20090519-8-994",2009-05-19,"8-994",11.8014
"2253","20090602-14-972",2009-06-02,"14-972",3.67659
"2254","20090602-16-970",2009-06-02,"16-970",3.54042
"2255","20090602-27-918",2009-06-02,"27-918",3.02778
"2256","20090602-29-905",2009-06-02,"29-905",3.19332
"2257","20090602-36-873",2009-06-02,"36-873",5.41476
"2258","20090602-37-890",2009-06-02,"37-890",5.7672
"2259","20090602-3-996",2009-06-02,"3-996",11.36352
"2260","20090602-8-994",2009-06-02,"8-994",7.209
"2261","20090616-27-918",2009-06-16,"27-918",1.94376
"2262","20090616-29-905",2009-06-16,"29-905",1.15344
"2263","20090616-36-873",2009-06-16,"36-873",15.42192
"2264","20090622-14-972",2009-06-22,"14-972",5.98881
"2265","20090622-16-970",2009-06-22,"16-970",8.82969
"2266","20090622-3-996",2009-06-22,"3-996",24.37977
"2267","20090622-8-994",2009-06-22,"8-994",1.85832
"2268","20090701-14-972",2009-07-01,"14-972",2.36028
"2269","20090701-16-970",2009-07-01,"16-970",2.69136
"2270","20090701-27-918",2009-07-01,"27-918",1.90905
"2271","20090701-29-905",2009-07-01,"29-905",2.58456
"2272","20090701-36-873",2009-07-01,"36-873",2.63529
"2273","20090701-37-890",2009-07-01,"37-890",3.5244
"2274","20090701-3-996",2009-07-01,"3-996",7.08084
"2275","20090701-8-994",2009-07-01,"8-994",15.1389
"2276","20090720-27-918",2009-07-20,"27-918",1.651395
"2277","20090720-29-905",2009-07-20,"29-905",2.342925
"2278","20090720-36-873",2009-07-20,"36-873",2.489775
"2279","20090720-37-890",2009-07-20,"37-890",12.203235
"2280","20090721-14-972",2009-07-21,"14-972",13.714455
"2281","20090721-16-970",2009-07-21,"16-970",0
"2282","20090721-3-996",2009-07-21,"3-996",21.836595
"2283","20090721-8-994",2009-07-21,"8-994",2.535165
"2284","20090730-14-972",2009-07-30,"14-972",34.00512
"2285","20090730-16-970",2009-07-30,"16-970",23.58144
"2286","20090730-27-918",2009-07-30,"27-918",4.03704
"2287","20090730-29-905",2009-07-30,"29-905",8.05272
"2288","20090730-36-873",2009-07-30,"36-873",14.35392
"2289","20090730-37-890",2009-07-30,"37-890",14.46606
"2290","20090730-3-996",2009-07-30,"3-996",19.0638
"2291","20090730-8-994",2009-07-30,"8-994",4.72056
"2292","20090811-14-972",2009-08-11,"14-972",19.491
"2293","20090811-16-970",2009-08-11,"16-970",0
"2294","20090811-27-918",2009-08-11,"27-918",5.13174
"2295","20090811-29-905",2009-08-11,"29-905",12.54366
"2296","20090811-36-873",2009-08-11,"36-873",0
"2297","20090811-37-890",2009-08-11,"37-890",0
"2298","20090811-3-996",2009-08-11,"3-996",0
"2299","20090811-8-994",2009-08-11,"8-994",0
"2300","20090825-14-972",2009-08-25,"14-972",7.11288
"2301","20090825-16-970",2009-08-25,"16-970",4.36278
"2302","20090825-27-918",2009-08-25,"27-918",15.03744
"2303","20090825-29-905",2009-08-25,"29-905",16.4472
"2304","20090825-36-873",2009-08-25,"36-873",6.53616
"2305","20090825-37-890",2009-08-25,"37-890",11.98296
"2306","20090825-3-996",2009-08-25,"3-996",21.53088
"2307","20090825-8-994",2009-08-25,"8-994",4.30404
"2308","20090910-14-972",2009-09-10,"14-972",5.10237
"2309","20090910-16-970",2009-09-10,"16-970",7.58547
"2310","20090910-27-918",2009-09-10,"27-918",4.37346
"2311","20090910-29-905",2009-09-10,"29-905",1.3617
"2312","20090910-36-873",2009-09-10,"36-873",6.90017
"2313","20090910-37-890",2009-09-10,"37-890",7.53207
"2314","20090910-3-996",2009-09-10,"3-996",8.92581
"2315","20090910-8-994",2009-09-10,"8-994",10.91763
"2316","20090923-27-918",2009-09-23,"27-918",1.945095
"2317","20090923-29-905",2009-09-23,"29-905",4.647135
"2318","20090923-36-873",2009-09-23,"36-873",8.577375
"2319","20090923-37-890",2009-09-23,"37-890",12.073295
"2320","20090924-14-972",2009-09-24,"14-972",8.406495
"2321","20090924-16-970",2009-09-24,"16-970",4.401495
"2322","20090924-3-996",2009-09-24,"3-996",11.124555
"2323","20090924-8-994",2009-09-24,"8-994",0.004005
"2324","20100510-14-972",2010-05-10,"14-972",1.87434
"2325","20100510-16-970",2010-05-10,"16-970",0
"2326","20100510-27-918",2010-05-10,"27-918",5.47884
"2327","20100510-29-905",2010-05-10,"29-905",0
"2328","20100510-36-873",2010-05-10,"36-873",6.77646
"2329","20100510-37-890",2010-05-10,"37-890",1.29762
"2330","20100510-3-996",2010-05-10,"3-996",2.73942
"2331","20100510-8-994",2010-05-10,"8-994",3.89286
"2332","20100520-14-972",2010-05-20,"14-972",1.29762
"2333","20100520-16-970",2010-05-20,"16-970",7.209
"2334","20100520-3-996",2010-05-20,"3-996",11.67858
"2335","20100520-8-994",2010-05-20,"8-994",1.73016
"2336","20100524-27-918",2010-05-24,"27-918",6.05556
"2337","20100524-29-905",2010-05-24,"29-905",6.05556
"2338","20100524-36-873",2010-05-24,"36-873",6.19974
"2339","20100524-37-890",2010-05-24,"37-890",2.1627
"2340","20100603-14-972",2010-06-03,"14-972",1.40175
"2341","20100603-16-970",2010-06-03,"16-970",4.7259
"2342","20100603-27-918",2010-06-03,"27-918",2.14935
"2343","20100603-29-905",2010-06-03,"29-905",2.31489
"2344","20100603-36-873",2010-06-03,"36-873",7.16895
"2345","20100603-37-890",2010-06-03,"37-890",12.25720714
"2346","20100603-3-996",2010-06-03,"3-996",10.07925
"2347","20100603-8-994",2010-06-03,"8-994",4.78197
"2348","20100614-14-972",2010-06-14,"14-972",14.8185
"2349","20100614-16-970",2010-06-14,"16-970",14.2311
"2350","20100614-3-996",2010-06-14,"3-996",33.1347
"2351","20100614-8-994",2010-06-14,"8-994",14.6583
"2352","20100617-27-918",2010-06-17,"27-918",4.89411
"2353","20100617-29-905",2010-06-17,"29-905",5.20917
"2354","20100617-36-873",2010-06-17,"36-873",3.1506
"2355","20100617-37-890",2010-06-17,"37-890",18.824835
"2356","20100701-14-972",2010-07-01,"14-972",2.87025
"2357","20100701-16-970",2010-07-01,"16-970",1.75419
"2358","20100701-27-918",2010-07-01,"27-918",3.91155
"2359","20100701-29-905",2010-07-01,"29-905",3.75135
"2360","20100701-36-873",2010-07-01,"36-873",5.35335
"2361","20100701-37-890",2010-07-01,"37-890",6.52815
"2362","20100701-3-996",2010-07-01,"3-996",12.78663
"2363","20100701-8-994",2010-07-01,"8-994",2.54184
"2364","20100714-14-972",2010-07-14,"14-972",5.19048
"2365","20100714-16-970",2010-07-14,"16-970",10.12998
"2366","20100714-29-905",2010-07-14,"29-905",9.47316
"2367","20100714-36-873",2010-07-14,"36-873",9.4251
"2368","20100714-37-890",2010-07-14,"37-890",6.71238
"2369","20100714-3-996",2010-07-14,"3-996",8.17554
"2370","20100714-8-994",2010-07-14,"8-994",2.49111
"2371","20100726-14-972",2010-07-26,"14-972",12.3888
"2372","20100726-16-970",2010-07-26,"16-970",3.9516
"2373","20100726-3-996",2010-07-26,"3-996",9.612
"2374","20100726-8-994",2010-07-26,"8-994",3.8448
"2375","20100727-27-913",2010-07-27,"27-918",6.27984
"2376","20100727-29-905",2010-07-27,"29-905",4.62978
"2377","20100727-36-873",2010-07-27,"36-873",8.07675
"2378","20100811-14-972",2010-08-11,"14-972",9.48117
"2379","20100811-16-970",2010-08-11,"16-970",6.38397
"2380","20100811-27-918",2010-08-11,"27-918",4.93683
"2381","20100811-29-905",2010-08-11,"29-905",14.87457
"2382","20100811-36-873",2010-08-11,"36-873",8.49861
"2383","20100811-37-890",2010-08-11,"37-890",8.64279
"2384","20100811-3-996",2010-08-11,"3-996",4.37613
"2385","20100811-8-994",2010-08-11,"8-994",2.01051
"2386","20100825-27-918",2010-08-25,"27-918",6.63762
"2387","20100825-29-905",2010-08-25,"29-905",5.94342
"2388","20100825-36-873",2010-08-25,"36-873",12.61308
"2389","20100825-37-890",2010-08-25,"37-890",3.39357
"2390","20100830-14-972",2010-08-30,"14-972",10.15401
"2391","20100830-16-970",2010-08-30,"16-970",5.62836
"2392","20100830-3-996",2010-08-30,"3-996",8.5974
"2393","20100830-8-994",2010-08-30,"8-994",9.60666
"2394","20100921-14-972",2010-09-21,"14-972",2.11464
"2395","20100921-16-970",2010-09-21,"16-970",6.2745
"2396","20100921-3-996",2010-09-21,"3-996",11.54508
"2397","20100921-8-994",2010-09-21,"8-994",12.02301
"2398","20101013-27-918",2010-10-13,"27-918",3.06516
"2399","20101013-29-905",2010-10-13,"29-905",3.54042
"2400","20101013-36-873",2010-10-13,"36-873",14.84787
"2401","20101013-37-890",2010-10-13,"37-890",10.20474
"2402","20101015-3-996",2010-10-15,"3-996",5.09703
"2403","20110505-14-972",2011-05-05,"14-972",0.59808
"2404","20110505-16-970",2011-05-05,"16-970",0.55536
"2405","20110505-27-918",2011-05-05,"27-918",1.55661
"2406","20110505-29-905",2011-05-05,"29-905",1.66608
"2407","20110505-36-873",2011-05-05,"36-873",1.335
"2408","20110505-37-890",2011-05-05,"37-890",0.34443
"2409","20110505-3-996",2011-05-05,"3-996",1.1748
"2410","20110505-8-994",2011-05-05,"8-994",1.66608
"2411","20110519-36-873",2011-05-19,"36-873",0
"2412","20110520-3-996",2011-05-20,"3-996",4.927363636
"2413","20110521-29-905",2011-05-21,"29-905",5.04897
"2414","20110522-14-972",2011-05-22,"14-972",3.8448
"2415","20110523-37-890",2011-05-23,"37-890",2.78748
"2416","20110524-16-970",2011-05-24,"16-970",1.643076923
"2417","20110525-8-994",2011-05-25,"8-994",3.58848
"2418","20110526-27-918",2011-05-26,"27-918",3.19599
"2419","20110603-14-972",2011-06-03,"14-972",0.93984
"2420","20110603-16-970",2011-06-03,"16-970",5.15844
"2421","20110603-27-918",2011-06-03,"27-918",0.49128
"2422","20110603-29-905",2011-06-03,"29-905",0
"2423","20110603-36-873",2011-06-03,"36-873",0.95319
"2424","20110603-37-890",2011-06-03,"37-890",0
"2425","20110603-3-996",2011-06-03,"3-996",9.99648
"2426","20110603-8-994",2011-06-03,"8-994",1.66608
"2427","20110630-14-972",2011-06-30,"14-972",6.5148
"2428","20110630-16-970",2011-06-30,"16-970",6.52548
"2429","20110630-27-918",2011-06-30,"27-918",5.83128
"2430","20110630-29-905",2011-06-30,"29-905",3.87684
"2431","20110630-36-873",2011-06-30,"36-873",16.79964
"2432","20110630-37-890",2011-06-30,"37-890",34.932678
"2433","20110630-3-996",2011-06-30,"3-996",11.1072
"2434","20110630-8-994",2011-06-30,"8-994",5.15844
"2435","20110711-14-972",2011-07-11,"14-972",5.1264
"2436","20110711-16-970",2011-07-11,"16-970",2.17872
"2437","20110711-27-918",2011-07-11,"27-918",4.2987
"2438","20110711-29-905",2011-07-11,"29-905",5.68176
"2439","20110711-36-873",2011-07-11,"36-873",4.18122
"2440","20110711-37-890",2011-07-11,"37-890",5.91138
"2441","20110711-3-996",2011-07-11,"3-996",2.63796
"2442","20110711-8-994",2011-07-11,"8-994",1.869
"2443","20110727-14-972",2011-07-27,"14-972",8.03136
"2444","20110727-16-970",2011-07-27,"16-970",7.8498
"2445","20110727-27-918",2011-07-27,"27-918",11.88951
"2446","20110727-29-905",2011-07-27,"29-905",12.51429
"2447","20110727-36-873",2011-07-27,"36-873",14.05755
"2448","20110727-37-890",2011-07-27,"37-890",4.889304
"2449","20110727-3-996",2011-07-27,"3-996",2.40834
"2450","20110727-8-994",2011-07-27,"8-994",7.0488
"2451","20110812-14-972",2011-08-12,"14-972",6.63228
"2452","20110812-16-970",2011-08-12,"16-970",10.23678
"2453","20110812-27-918",2011-08-12,"27-918",13.48083
"2454","20110812-29-905",2011-08-12,"29-905",4.03704
"2455","20110812-36-873",2011-08-12,"36-873",6.713142857
"2456","20110812-37-890",2011-08-12,"37-890",32.04
"2457","20110812-3-996",2011-08-12,"3-996",18.423
"2458","20110812-8-994",2011-08-12,"8-994",7.3425
"2459","20110825-3-996",2011-08-25,"3-996",5.21184
"2460","20110825-8-994",2011-08-25,"8-994",3.204
"2461","20110830-16-970",2011-08-30,"16-970",8.5974
"2462","20110830-27-918",2011-08-30,"27-918",3.58848
"2463","20110830-29-905",2011-08-30,"29-905",8.72556
"2464","20110830-36-873",2011-08-30,"36-873",13.5636
"2465","20110830-3-996",2011-08-30,"3-996",13.68108
"2466","20110830-8-994",2011-08-30,"8-994",0
"2467","20110909-14-972",2011-09-09,"14-972",20.23578947
"2468","20110909-16-970",2011-09-09,"16-970",19.23925714
"2469","20110909-27-918",2011-09-09,"27-918",3.75936
"2470","20110909-29-905",2011-09-09,"29-905",4.539
"2471","20110909-36-873",2011-09-09,"36-873",2.79015
"2472","20110909-37-890",2011-09-09,"37-890",6.2478
"2473","20110909-3-996",2011-09-09,"3-996",4.15986
"2474","20110909-8-994",2011-09-09,"8-994",4.95552
"2475","20110922-14-972",2011-09-22,"14-972",23.82708
"2476","20110922-16-970",2011-09-22,"16-970",10.61325
"2477","20110922-27-918",2011-09-22,"27-918",3.43896
"2478","20110922-29-905",2011-09-22,"29-905",3.204
"2479","20110922-36-873",2011-09-22,"36-873",0
"2480","20110922-37-890",2011-09-22,"37-890",4.17588
"2481","20110922-3-996",2011-09-22,"3-996",22.117212
"2482","20110922-8-994",2011-09-22,"8-994",40.317
"2483","20111004-14-972",2011-10-04,"14-972",9.75618
"2484","20111004-16-970",2011-10-04,"16-970",3.6045
"2485","20111004-27-918",2011-10-04,"27-918",2.18673
"2486","20111004-29-905",2011-10-04,"29-905",2.9637
"2487","20111004-36-873",2011-10-04,"36-873",8.6508
"2488","20111004-37-890",2011-10-04,"37-890",1.5219
"2489","20111004-3-996",2011-10-04,"3-996",1.66608
"2490","20111004-8-994",2011-10-04,"8-994",9.3984
"2491","20120511-14-972",2012-05-11,"14-972",7.16183
"2492","20120511-16-970",2012-05-11,"16-970",2.45195
"2493","20120511-27-918",2012-05-11,"27-918",1.28249
"2494","20120511-29-905",2012-05-11,"29-905",0.74849
"2495","20120511-36-873",2012-05-11,"36-873",1.73639
"2496","20120511-37-890",2012-05-11,"37-890",3.84035
"2497","20120511-3-996",2012-05-11,"3-996",18.18893
"2498","20120511-8-994",2012-05-11,"8-994",2.45195
"2499","20120523-14-972",2012-05-23,"14-972",1.90193
"2500","20120523-16-970",2012-05-23,"16-970",2.70026
"2501","20120523-3-996",2012-05-23,"3-996",5.94164
"2502","20120523-8-994",2012-05-23,"8-994",1.33589
"2503","20120524-27-918",2012-05-24,"27-918",1.22909
"2504","20120524-29-905",2012-05-24,"29-905",1.39997
"2505","20120524-36-873",2012-05-24,"36-873",1.48808
"2506","20120524-37-890",2012-05-24,"37-890",5.67731
"2507","20120607-14-972",2012-06-07,"14-972",3.15149
"2508","20120607-16-970",2012-06-07,"16-970",4.67339
"2509","20120607-27-918",2012-06-07,"27-918",0.92471
"2510","20120607-29-905",2012-06-07,"29-905",3.28499
"2511","20120607-36-873",2012-06-07,"36-873",3.51461
"2512","20120607-37-890",2012-06-07,"37-890",3.01799
"2513","20120607-3-996",2012-06-07,"3-996",21.47303
"2514","20120607-8-994",2012-06-07,"8-994",5.92295
"2515","20120620-14-972",2012-06-20,"14-972",4.68407
"2516","20120620-16-970",2012-06-20,"16-970",6.33947
"2517","20120620-27-918",2012-06-20,"27-918",1.97669
"2518","20120620-29-905",2012-06-20,"29-905",2.48399
"2519","20120620-36-873",2012-06-20,"36-873",7.17251
"2520","20120620-37-890",2012-06-20,"37-890",8.02157
"2521","20120620-37-890B",2012-06-20,"37-890",1.94999
"2522","20120620-3-996",2012-06-20,"3-996",7.17251
"2523","20120620-8-994",2012-06-20,"8-994",10.83575
"2524","20120702-14-972",2012-07-02,"14-972",6.93755
"2525","20120702-16-920",2012-07-02,"16-970",6.48899
"2526","20120702-3-996",2012-07-02,"3-996",15.66311
"2527","20120702-8-994",2012-07-02,"8-994",3.53063
"2528","20120703-29-905",2012-07-03,"29-905",2.65487
"2529","20120703-36-873",2012-07-03,"36-873",4.21949
"2530","20120703-37-890",2012-07-03,"37-890",4.17143
"2531","20120716-14-972",2012-07-16,"14-972",2.69225
